weight logl t0 tau logZsun
0.000000000000000000e+00 -5.125637187500000000e+05 7.190011706404939584e-01 9.892157493457768291e-01 6.515255361572988013e-01
0.000000000000000000e+00 -5.122516875000000000e+05 4.629911979868642780e-01 9.604289376047345783e-01 2.449326667764022414e-01
0.000000000000000000e+00 -5.059419687500000000e+05 8.062834759245595118e-01 6.483188932501871005e-01 5.592135395060792158e-01
0.000000000000000000e+00 -5.045836250000000000e+05 7.551743404441061402e-01 7.376015166650492505e-01 5.160857796402443798e-01
0.000000000000000000e+00 -5.031448750000000000e+05 6.214306255185736427e-01 8.002410423596355571e-01 3.176275098002002695e-01
0.000000000000000000e+00 -5.007818125000000000e+05 7.313097346703625323e-01 8.894191424872218699e-01 8.466191218464265145e-01
0.000000000000000000e+00 -4.977991562500000000e+05 7.059341514585840693e-01 6.755571785890773784e-01 3.207081604168053879e-01
0.000000000000000000e+00 -4.938754375000000000e+05 7.566914450763172484e-01 5.365922295716842871e-01 1.785610114632528722e-01
0.000000000000000000e+00 -4.903055000000000000e+05 6.477219828615118358e-01 9.455290192674034033e-01 4.929561010497872653e-01
0.000000000000000000e+00 -4.873493750000000000e+05 7.953076854527771911e-01 5.338224704673522059e-01 3.406049375070204777e-01
0.000000000000000000e+00 -4.844698437500000000e+05 7.160981202637477505e-01 6.385154988182363267e-01 2.975684036338864802e-01
0.000000000000000000e+00 -4.843955000000000000e+05 9.119891509669256768e-01 2.975049273280996331e-01 5.123860651655091081e-01
0.000000000000000000e+00 -4.831996875000000000e+05 2.356583798219846759e-01 9.405880477041094201e-01 2.589721359897889652e-02
0.000000000000000000e+00 -4.814768750000000000e+05 6.252028357097163536e-01 7.256941316285171473e-01 2.465954145830889788e-01
0.000000000000000000e+00 -4.793603750000000000e+05 4.616763020281857699e-01 9.383685266620593879e-01 2.763655110174120244e-01
0.000000000000000000e+00 -4.791841562500000000e+05 7.317795375707577543e-01 8.409710727408762354e-01 8.469482857156128697e-01
0.000000000000000000e+00 -4.754299062500000000e+05 9.382582325440828042e-01 2.178162811148893763e-01 7.822044133173894354e-01
